;qid;Len;Den;P1;P2;P3;P4;P5
480;;58773_+;TSS;58773;+;;Q4;LB_0.4
481;;58773_+;TSS;58773;+;;Q4;LB_2.0
482;;58890_+;TSS;58890;+;;Q4;LB_0.4
483;;58890_+;TSS;58890;+;;Q4;LB_2.0
484;;58933_+;TSS;58933;+;;Q4;M63_0.4
485;;58933_+;TSS;58933;+;;Q4;LB_2.0
486;;59025_+;TSS;59025;+;;Q4;LB_2.0
487;;59055_+;TSS;59055;+;;Q4;M63_0.4
488;;59055_+;TSS;59055;+;;Q4;LB_0.4
489;;59150_-;TSS;59150;-;;Q4;LB_2.0
490;;59728_+;TSS;59728;+;;Q4;M63_0.4
491;;59728_+;TSS;59728;+;;Q4;LB_2.0
492;;60268_-;TSS;60268;-;;Q4;M63_0.4
493;;60268_-;TSS;60268;-;;Q4;LB_2.0
494;;61083_-;TSS;61083;-;;Q4;M63_0.4
495;;61083_-;TSS;61083;-;;Q4;LB_2.0
496;;61281_+;TSS;61281;+;;Q4;M63_0.4
497;;61281_+;TSS;61281;+;;Q4;LB_0.4
498;;61281_+;TSS;61281;+;;Q4;LB_2.0
499;;61477_+;TSS;61477;+;;Q4;LB_0.4
500;;61897_-;TSS;61897;-;;Q4;M63_0.4
501;;61897_-;TSS;61897;-;;Q4;LB_2.0
502;;62659_+;TSS;62659;+;;Q4;M63_0.4
503;;62659_+;TSS;62659;+;;Q4;LB_0.4
504;;63074_-;TSS;63074;-;;Q4;M63_0.4
505;;63074_-;TSS;63074;-;;Q4;LB_0.4
506;;63074_-;TSS;63074;-;;Q4;LB_2.0
507;;63091_+;TSS;63091;+;;Q4;LB_2.0
508;;63181_+;TSS;63181;+;;Q4;M63_0.4
509;;63181_+;TSS;63181;+;;Q4;LB_0.4
510;;63181_+;TSS;63181;+;;Q4;LB_2.0
511;;63245_-;TSS;63245;-;;Q4;M63_0.4
512;;63245_-;TSS;63245;-;;Q4;LB_0.4
513;;63245_-;TSS;63245;-;;Q4;LB_2.0
514;;63357_-;TSS;63357;-;;Q4;M63_0.4
515;;63357_-;TSS;63357;-;;Q4;LB_0.4
516;;63357_-;TSS;63357;-;;Q4;LB_2.0
517;;63450_-;TSS;63450;-;;Q4;M63_0.4
518;;63450_-;TSS;63450;-;;Q4;M63_0.4
519;;63450_-;TSS;63450;-;;Q4;LB_0.4
520;;63450_-;TSS;63450;-;;Q4;LB_0.4
521;;63450_-;TSS;63450;-;;Q4;LB_2.0
522;;63450_-;TSS;63450;-;;Q4;LB_2.0
523;;63588_-;TSS;63588;-;;Q4;M63_0.4
524;;63588_-;TSS;63588;-;;Q4;LB_0.4
525;;63588_-;TSS;63588;-;;Q4;LB_2.0
526;;64188_+;TSS;64188;+;;Q4;M63_0.4
527;;64188_+;TSS;64188;+;;Q4;LB_0.4
528;;64188_+;TSS;64188;+;;Q4;LB_2.0
529;;64514_-;TSS;64514;-;;Q4;M63_0.4
530;;64514_-;TSS;64514;-;;Q4;LB_0.4
531;;64514_-;TSS;64514;-;;Q4;LB_2.0
532;;64720_-;TSS;64720;-;;Q4;LB_0.4
533;;64720_-;TSS;64720;-;;Q4;LB_2.0
534;;64745_+;TSS;64745;+;;Q4;M63_0.4
535;;64745_+;TSS;64745;+;;Q4;LB_0.4
536;;64745_+;TSS;64745;+;;Q4;LB_2.0
537;;65803_-;TSS;65803;-;;Q4;M63_0.4
538;;65803_-;TSS;65803;-;;Q4;LB_0.4
539;;65803_-;TSS;65803;-;;Q4;LB_2.0
540;;65946_-;TSS;65946;-;;Q4;M63_0.4
541;;65946_-;TSS;65946;-;;Q4;M63_0.4
542;;65946_-;TSS;65946;-;;Q4;LB_0.4
543;;65946_-;TSS;65946;-;;Q4;LB_0.4
544;;65946_-;TSS;65946;-;;Q4;LB_2.0
545;;65946_-;TSS;65946;-;;Q4;LB_2.0
546;;66113_+;TSS;66113;+;;Q4;LB_2.0
547;;66557_+;TSS;66557;+;;Q4;M63_0.4
548;;66557_+;TSS;66557;+;;Q4;LB_0.4
549;;66557_+;TSS;66557;+;;Q4;LB_2.0
550;;66588_+;TSS;66588;+;;Q4;M63_0.4
551;;66588_+;TSS;66588;+;;Q4;LB_0.4
552;;66588_+;TSS;66588;+;;Q4;LB_2.0
553;;66867_+;TSS;66867;+;;Q4;M63_0.4
554;;66867_+;TSS;66867;+;;Q4;LB_0.4
555;;66867_+;TSS;66867;+;;Q4;LB_2.0
556;;67171_+;TSS;67171;+;;Q4;M63_0.4
557;;67171_+;TSS;67171;+;;Q4;LB_0.4
558;;67616_-;TSS;67616;-;;Q4;M63_0.4
559;;67616_-;TSS;67616;-;;Q4;LB_0.4
560;;67777_-;TSS;67777;-;;Q4;LB_2.0
561;;68654_+;TSS;68654;+;;Q4;M63_0.4
562;;68654_+;TSS;68654;+;;Q4;LB_2.0
563;;70077_-;TSS;70077;-;;Q4;LB_2.0
564;;70221_+;TSS;70221;+;;Q4;M63_0.4
565;;70221_+;TSS;70221;+;;Q4;LB_0.4
566;;70221_+;TSS;70221;+;;Q4;LB_2.0
567;;70387_+;TSS;70387;+;;Q4;M63_0.4
568;;70387_+;TSS;70387;+;;Q4;LB_0.4
569;;70387_+;TSS;70387;+;;Q4;LB_2.0
570;;70531_+;TSS;70531;+;;Q4;M63_0.4
571;;70531_+;TSS;70531;+;;Q4;LB_0.4
572;;70531_+;TSS;70531;+;;Q4;LB_2.0
573;;70974_-;TSS;70974;-;;Q4;LB_2.0
574;;71292_+;TSS;71292;+;;Q4;LB_0.4
575;;71329_+;TSS;71329;+;;Q4;LB_0.4
576;;71341_-;TSS;71341;-;;Q4;M63_0.4
577;;71341_-;TSS;71341;-;;Q4;M63_0.4
578;;71341_-;TSS;71341;-;;Q4;LB_2.0
579;;71341_-;TSS;71341;-;;Q4;LB_2.0
580;;71795_+;TSS;71795;+;;Q4;M63_0.4
581;;71795_+;TSS;71795;+;;Q4;LB_0.4
582;;72227_-;TSS;72227;-;;Q4;M63_0.4
583;;72227_-;TSS;72227;-;;Q4;LB_0.4
584;;72227_-;TSS;72227;-;;Q4;LB_2.0
585;;73803_-;TSS;73803;-;;Q4;M63_0.4
586;;73803_-;TSS;73803;-;;Q4;LB_2.0
587;;75126_+;TSS;75126;+;;Q4;M63_0.4
588;;75126_+;TSS;75126;+;;Q4;LB_2.0
589;;75608_-;TSS;75608;-;;Q4;M63_0.4
590;;75608_-;TSS;75608;-;;Q4;LB_0.4
591;;75608_-;TSS;75608;-;;Q4;LB_2.0
592;;75747_-;TSS;75747;-;;Q4;M63_0.4
593;;75747_-;TSS;75747;-;;Q4;M63_0.4
594;;75747_-;TSS;75747;-;;Q4;LB_2.0
595;;75747_-;TSS;75747;-;;Q4;LB_2.0
596;;75765_+;TSS;75765;+;;Q4;M63_0.4
597;;75765_+;TSS;75765;+;;Q4;LB_2.0
598;;75969_-;TSS;75969;-;;Q4;M63_0.4
599;;75969_-;TSS;75969;-;;Q4;LB_2.0
600;;76047_+;TSS;76047;+;;Q4;LB_0.4
601;;77336_-;TSS;77336;-;;Q4;M63_0.4
602;;77336_-;TSS;77336;-;;Q4;M63_0.4
603;;77336_-;TSS;77336;-;;Q4;M63_0.4
604;;77339_-;TSS;77339;-;;Q4;LB_2.0
605;;77339_-;TSS;77339;-;;Q4;LB_2.0
606;;77339_-;TSS;77339;-;;Q4;LB_2.0
607;;77367_+;TSS;77367;+;;Q4;M63_0.4
608;;77367_+;TSS;77367;+;;Q4;M63_0.4
609;;77367_+;TSS;77367;+;;Q4;LB_0.4
610;;77367_+;TSS;77367;+;;Q4;LB_0.4
611;;77367_+;TSS;77367;+;;Q4;LB_2.0
612;;77367_+;TSS;77367;+;;Q4;LB_2.0
613;;77403_-;TSS;77403;-;;Q4;M63_0.4
614;;77403_-;TSS;77403;-;;Q4;M63_0.4
615;;77403_-;TSS;77403;-;;Q4;M63_0.4
616;;77403_-;TSS;77403;-;;Q4;LB_0.4
617;;77403_-;TSS;77403;-;;Q4;LB_0.4
618;;77403_-;TSS;77403;-;;Q4;LB_0.4
619;;77403_-;TSS;77403;-;;Q4;LB_2.0
620;;77403_-;TSS;77403;-;;Q4;LB_2.0
621;;77403_-;TSS;77403;-;;Q4;LB_2.0
622;;77546_+;TSS;77546;+;;Q4;M63_0.4
623;;77546_+;TSS;77546;+;;Q4;M63_0.4
624;;77546_+;TSS;77546;+;;Q4;LB_2.0
625;;77546_+;TSS;77546;+;;Q4;LB_2.0
626;;77565_-;TSS;77565;-;;Q4;M63_0.4
627;;77565_-;TSS;77565;-;;Q4;M63_0.4
628;;77565_-;TSS;77565;-;;Q4;M63_0.4
629;;77565_-;TSS;77565;-;;Q4;LB_0.4
630;;77565_-;TSS;77565;-;;Q4;LB_0.4
631;;77565_-;TSS;77565;-;;Q4;LB_0.4
632;;77565_-;TSS;77565;-;;Q4;LB_2.0
633;;77565_-;TSS;77565;-;;Q4;LB_2.0
634;;77565_-;TSS;77565;-;;Q4;LB_2.0
635;;77619_+;TSS;77619;+;;Q4;LB_2.0
636;;77910_+;TSS;77910;+;;Q4;M63_0.4
637;;77910_+;TSS;77910;+;;Q4;LB_0.4
638;;77910_+;TSS;77910;+;;Q4;LB_2.0
639;;77915_+;TSS;77915;+;;Q4;M63_0.4
640;;77915_+;TSS;77915;+;;Q4;LB_0.4
641;;77915_+;TSS;77915;+;;Q4;LB_2.0
642;;78203_+;TSS;78203;+;;Q4;M63_0.4
643;;78203_+;TSS;78203;+;;Q4;LB_0.4
644;;78203_+;TSS;78203;+;;Q4;LB_2.0
645;;78269_+;TSS;78269;+;;Q4;M63_0.4
646;;78269_+;TSS;78269;+;;Q4;LB_2.0
647;;78332_+;TSS;78332;+;;Q4;M63_0.4
648;;78332_+;TSS;78332;+;;Q4;LB_0.4
649;;78332_+;TSS;78332;+;;Q4;LB_2.0
650;;78491_-;TSS;78491;-;;Q4;M63_0.4
651;;78491_-;TSS;78491;-;;Q4;LB_0.4
652;;78491_-;TSS;78491;-;;Q4;LB_2.0
653;;78612_+;TSS;78612;+;;Q4;M63_0.4
654;;78612_+;TSS;78612;+;;Q4;LB_0.4
655;;78612_+;TSS;78612;+;;Q4;LB_2.0
656;;79156_-;TSS;79156;-;;Q4;LB_2.0
657;;79676_-;TSS;79676;-;;Q4;LB_2.0
658;;79676_-;TSS;79676;-;;Q4;LB_2.0
659;;80331_+;TSS;80331;+;;Q4;LB_0.4
660;;80331_+;TSS;80331;+;;Q4;LB_2.0
661;;82216_+;TSS;82216;+;;Q4;M63_0.4
662;;82216_+;TSS;82216;+;;Q4;LB_2.0
663;;82467_-;TSS;82467;-;;Q4;M63_0.4
664;;82467_-;TSS;82467;-;;Q4;LB_2.0
665;;82645_+;TSS;82645;+;;Q4;M63_0.4
666;;82645_+;TSS;82645;+;;Q4;LB_0.4
667;;82645_+;TSS;82645;+;;Q4;LB_2.0
668;;83570_-;TSS;83570;-;;Q4;M63_0.4
669;;83674_+;TSS;83674;+;;Q4;M63_0.4
670;;83735_-;TSS;83735;-;;Q4;M63_0.4
671;;83735_-;TSS;83735;-;;Q4;LB_0.4
672;;83735_-;TSS;83735;-;;Q4;LB_2.0
673;;83745_+;TSS;83745;+;;Q4;M63_0.4
674;;83882_+;TSS;83882;+;;Q4;LB_2.0
675;;83894_-;TSS;83894;-;;Q4;M63_0.4
676;;83894_-;TSS;83894;-;;Q4;LB_0.4
677;;83894_-;TSS;83894;-;;Q4;LB_2.0
678;;84155_+;TSS;84155;+;;Q4;M63_0.4
679;;84155_+;TSS;84155;+;;Q4;LB_2.0
680;;84300_+;TSS;84300;+;;Q4;LB_0.4
681;;84300_+;TSS;84300;+;;Q4;LB_2.0
682;;84304_+;TSS;84304;+;;Q4;M63_0.4
683;;84304_+;TSS;84304;+;;Q4;LB_0.4
684;;84304_+;TSS;84304;+;;Q4;LB_2.0
685;;84770_+;TSS;84770;+;;Q4;LB_2.0
686;;84808_+;TSS;84808;+;;Q4;M63_0.4
687;;84808_+;TSS;84808;+;;Q4;LB_2.0
688;;84891_-;TSS;84891;-;;Q4;M63_0.4
689;;84903_-;TSS;84903;-;;Q4;M63_0.4
690;;84903_-;TSS;84903;-;;Q4;LB_2.0
691;;85192_+;TSS;85192;+;;Q4;LB_0.4
692;;85192_+;TSS;85192;+;;Q4;LB_2.0
693;;85270_-;TSS;85270;-;;Q4;M63_0.4
694;;85537_+;TSS;85537;+;;Q4;M63_0.4
695;;85537_+;TSS;85537;+;;Q4;LB_0.4
696;;85537_+;TSS;85537;+;;Q4;LB_2.0
697;;85599_+;TSS;85599;+;;Q4;M63_0.4
698;;85756_+;TSS;85756;+;;Q4;M63_0.4
699;;85756_+;TSS;85756;+;;Q4;LB_0.4
700;;85756_+;TSS;85756;+;;Q4;LB_2.0
701;;85946_-;TSS;85946;-;;Q4;M63_0.4
702;;85946_-;TSS;85946;-;;Q4;LB_2.0
703;;86713_-;TSS;86713;-;;Q4;M63_0.4
704;;86713_-;TSS;86713;-;;Q4;LB_0.4
705;;86713_-;TSS;86713;-;;Q4;LB_2.0
706;;87347_-;TSS;87347;-;;Q4;M63_0.4
707;;87347_-;TSS;87347;-;;Q4;M63_0.4
708;;87347_-;TSS;87347;-;;Q4;LB_0.4
709;;87347_-;TSS;87347;-;;Q4;LB_0.4
710;;87358_-;TSS;87358;-;;Q4;LB_2.0
711;;87358_-;TSS;87358;-;;Q4;LB_2.0
712;;87733_+;TSS;87733;+;;Q4;M63_0.4
713;;87733_+;TSS;87733;+;;Q4;M63_0.4
714;;87733_+;TSS;87733;+;;Q4;LB_0.4
715;;87733_+;TSS;87733;+;;Q4;LB_0.4
716;;87733_+;TSS;87733;+;;Q4;LB_2.0
717;;87733_+;TSS;87733;+;;Q4;LB_2.0
718;;87847_+;TSS;87847;+;;Q4;M63_0.4
719;;87847_+;TSS;87847;+;;Q4;M63_0.4
720;;87847_+;TSS;87847;+;;Q4;LB_0.4
721;;87847_+;TSS;87847;+;;Q4;LB_0.4
722;;87847_+;TSS;87847;+;;Q4;LB_2.0
723;;87847_+;TSS;87847;+;;Q4;LB_2.0
724;;87962_-;TSS;87962;-;;Q4;M63_0.4
725;;87962_-;TSS;87962;-;;Q4;LB_2.0
726;;89143_+;TSS;89143;+;;Q4;LB_2.0
727;;89361_+;TSS;89361;+;;Q4;M63_0.4
728;;89361_+;TSS;89361;+;;Q4;LB_0.4
729;;89361_+;TSS;89361;+;;Q4;LB_2.0
730;;89370_-;TSS;89370;-;;Q4;LB_0.4
731;;89590_+;TSS;89590;+;;Q4;M63_0.4
732;;89590_+;TSS;89590;+;;Q4;LB_0.4
733;;89590_+;TSS;89590;+;;Q4;LB_2.0
734;;90107_-;TSS;90107;-;;Q4;LB_2.0
735;;90107_-;TSS;90107;-;;Q4;LB_2.0
736;;90828_-;TSS;90828;-;;Q4;M63_0.4
737;;90828_-;TSS;90828;-;;Q4;LB_0.4
738;;90828_-;TSS;90828;-;;Q4;LB_2.0
739;;91371_-;TSS;91371;-;;Q4;M63_0.4
740;;91371_-;TSS;91371;-;;Q4;M63_0.4
741;;91371_-;TSS;91371;-;;Q4;LB_2.0
742;;91371_-;TSS;91371;-;;Q4;LB_2.0
743;;91458_-;TSS;91458;-;;Q4;LB_2.0
744;;91458_-;TSS;91458;-;;Q4;LB_2.0
745;;91542_-;TSS;91542;-;;Q4;M63_0.4
746;;91542_-;TSS;91542;-;;Q4;LB_2.0
747;;92250_-;TSS;92250;-;;Q4;M63_0.4
748;;92250_-;TSS;92250;-;;Q4;LB_0.4
749;;92250_-;TSS;92250;-;;Q4;LB_2.0
750;;92677_-;TSS;92677;-;;Q4;M63_0.4
751;;92677_-;TSS;92677;-;;Q4;LB_0.4
752;;92677_-;TSS;92677;-;;Q4;LB_2.0
753;;92933_-;TSS;92933;-;;Q4;LB_2.0
754;;94564_-;TSS;94564;-;;Q4;M63_0.4
755;;94564_-;TSS;94564;-;;Q4;M63_0.4
756;;94564_-;TSS;94564;-;;Q4;LB_0.4
757;;94564_-;TSS;94564;-;;Q4;LB_0.4
758;;95826_-;TSS;95826;-;;Q4;M63_0.4
759;;95826_-;TSS;95826;-;;Q4;LB_2.0
760;;97215_-;TSS;97215;-;;Q4;M63_0.4
761;;97215_-;TSS;97215;-;;Q4;LB_0.4
762;;97337_+;TSS;97337;+;;Q4;LB_0.4
763;;97663_-;TSS;97663;-;;Q4;M63_0.4
764;;97663_-;TSS;97663;-;;Q4;LB_2.0
765;;97673_+;TSS;97673;+;;Q4;LB_2.0
766;;98454_+;TSS;98454;+;;Q4;LB_2.0
767;;98594_+;TSS;98594;+;;Q4;M63_0.4
768;;98594_+;TSS;98594;+;;Q4;LB_0.4
769;;98594_+;TSS;98594;+;;Q4;LB_2.0
770;;99370_+;TSS;99370;+;;Q4;M63_0.4
771;;99370_+;TSS;99370;+;;Q4;M63_0.4
772;;99370_+;TSS;99370;+;;Q4;LB_0.4
773;;99370_+;TSS;99370;+;;Q4;LB_0.4
774;;99588_-;TSS;99588;-;;Q4;M63_0.4
775;;99588_-;TSS;99588;-;;Q4;M63_0.4
776;;99588_-;TSS;99588;-;;Q4;LB_2.0
777;;99588_-;TSS;99588;-;;Q4;LB_2.0
778;;100883_-;TSS;100883;-;;Q4;M63_0.4
779;;100883_-;TSS;100883;-;;Q4;LB_0.4
780;;100883_-;TSS;100883;-;;Q4;LB_2.0
781;;101724_+;TSS;101724;+;;Q4;M63_0.4
782;;102454_+;TSS;102454;+;;Q4;M63_0.4
783;;102454_+;TSS;102454;+;;Q4;LB_0.4
784;;102454_+;TSS;102454;+;;Q4;LB_2.0
785;;102533_+;TSS;102533;+;;Q4;M63_0.4
786;;102533_+;TSS;102533;+;;Q4;LB_0.4
787;;102693_-;TSS;102693;-;;Q4;M63_0.4
788;;102693_-;TSS;102693;-;;Q4;LB_2.0
789;;102743_+;TSS;102743;+;;Q4;M63_0.4
790;;102743_+;TSS;102743;+;;Q4;LB_0.4
791;;102743_+;TSS;102743;+;;Q4;LB_2.0
792;;102872_+;TSS;102872;+;;Q4;M63_0.4
793;;102872_+;TSS;102872;+;;Q4;M63_0.4
794;;102872_+;TSS;102872;+;;Q4;LB_0.4
795;;102872_+;TSS;102872;+;;Q4;LB_0.4
796;;102872_+;TSS;102872;+;;Q4;LB_2.0
797;;102872_+;TSS;102872;+;;Q4;LB_2.0
798;;103561_+;TSS;103561;+;;Q4;LB_2.0
799;;103764_-;TSS;103764;-;;Q4;M63_0.4
800;;103764_-;TSS;103764;-;;Q4;LB_0.4
801;;103764_-;TSS;103764;-;;Q4;LB_2.0
802;;104537_+;TSS;104537;+;;Q4;M63_0.4
803;;104537_+;TSS;104537;+;;Q4;LB_0.4
804;;104537_+;TSS;104537;+;;Q4;LB_2.0
805;;104636_+;TSS;104636;+;;Q4;LB_2.0
806;;105047_+;TSS;105047;+;;Q4;M63_0.4
807;;105047_+;TSS;105047;+;;Q4;M63_0.4
808;;105047_+;TSS;105047;+;;Q4;LB_0.4
809;;105047_+;TSS;105047;+;;Q4;LB_0.4
810;;105047_+;TSS;105047;+;;Q4;LB_2.0
811;;105047_+;TSS;105047;+;;Q4;LB_2.0
812;;105143_-;TSS;105143;-;;Q4;M63_0.4
813;;105143_-;TSS;105143;-;;Q4;LB_0.4
814;;105143_-;TSS;105143;-;;Q4;LB_2.0
815;;105921_+;TSS;105921;+;;Q4;LB_2.0
816;;106437_-;TSS;106437;-;;Q4;M63_0.4
817;;106502_+;TSS;106502;+;;Q4;M63_0.4
818;;106502_+;TSS;106502;+;;Q4;LB_0.4
819;;106502_+;TSS;106502;+;;Q4;LB_2.0
820;;106757_-;TSS;106757;-;;Q4;M63_0.4
821;;106757_-;TSS;106757;-;;Q4;LB_2.0
822;;107306_-;TSS;107306;-;;Q4;M63_0.4
823;;107475_-;TSS;107475;-;;Q4;M63_0.4
824;;107475_-;TSS;107475;-;;Q4;LB_2.0
825;;107645_-;TSS;107645;-;;Q4;M63_0.4
826;;107645_-;TSS;107645;-;;Q4;LB_2.0
827;;107668_+;TSS;107668;+;;Q4;M63_0.4
828;;107668_+;TSS;107668;+;;Q4;LB_0.4
829;;107668_+;TSS;107668;+;;Q4;LB_2.0
830;;107945_-;TSS;107945;-;;Q4;M63_0.4
831;;107945_-;TSS;107945;-;;Q4;LB_0.4
832;;107945_-;TSS;107945;-;;Q4;LB_2.0
833;;108116_-;TSS;108116;-;;Q4;M63_0.4
834;;108116_-;TSS;108116;-;;Q4;LB_0.4
835;;108125_-;TSS;108125;-;;Q4;M63_0.4
836;;108125_-;TSS;108125;-;;Q4;LB_0.4
837;;108125_-;TSS;108125;-;;Q4;LB_2.0
838;;108213_-;TSS;108213;-;;Q4;M63_0.4
839;;108213_-;TSS;108213;-;;Q4;M63_0.4
840;;108213_-;TSS;108213;-;;Q4;LB_2.0
841;;108213_-;TSS;108213;-;;Q4;LB_2.0
842;;108263_-;TSS;108263;-;;Q4;LB_0.4
843;;108263_-;TSS;108263;-;;Q4;LB_0.4
844;;108263_-;TSS;108263;-;;Q4;LB_2.0
845;;108263_-;TSS;108263;-;;Q4;LB_2.0
846;;108894_+;TSS;108894;+;;Q4;LB_2.0
847;;109010_+;TSS;109010;+;;Q4;M63_0.4
848;;109010_+;TSS;109010;+;;Q4;LB_2.0
849;;110105_+;TSS;110105;+;;Q4;M63_0.4
850;;110105_+;TSS;110105;+;;Q4;LB_2.0
851;;110229_+;TSS;110229;+;;Q4;M63_0.4
852;;110229_+;TSS;110229;+;;Q4;LB_0.4
853;;110229_+;TSS;110229;+;;Q4;LB_2.0
854;;110345_-;TSS;110345;-;;Q4;M63_0.4
855;;110345_-;TSS;110345;-;;Q4;LB_2.0
856;;110745_+;TSS;110745;+;;Q4;LB_2.0
857;;110745_+;TSS;110745;+;;Q4;LB_2.0
858;;111063_-;TSS;111063;-;;Q4;LB_2.0
859;;111063_-;TSS;111063;-;;Q4;LB_2.0
860;;111148_+;TSS;111148;+;;Q4;M63_0.4
861;;111148_+;TSS;111148;+;;Q4;LB_2.0
862;;111293_+;TSS;111293;+;;Q4;M63_0.4
863;;111293_+;TSS;111293;+;;Q4;LB_0.4
864;;111293_+;TSS;111293;+;;Q4;LB_2.0
865;;111828_-;TSS;111828;-;;Q4;M63_0.4
866;;111828_-;TSS;111828;-;;Q4;LB_0.4
867;;111828_-;TSS;111828;-;;Q4;LB_2.0
868;;112688_-;TSS;112688;-;;Q4;M63_0.4
869;;112688_-;TSS;112688;-;;Q4;M63_0.4
870;;112688_-;TSS;112688;-;;Q4;LB_0.4
871;;112688_-;TSS;112688;-;;Q4;LB_0.4
872;;112688_-;TSS;112688;-;;Q4;LB_2.0
873;;112688_-;TSS;112688;-;;Q4;LB_2.0
874;;113322_-;TSS;113322;-;;Q4;M63_0.4
875;;113322_-;TSS;113322;-;;Q4;LB_0.4
876;;113322_-;TSS;113322;-;;Q4;LB_2.0
877;;113394_+;TSS;113394;+;;Q4;M63_0.4
878;;113394_+;TSS;113394;+;;Q4;LB_0.4
879;;113394_+;TSS;113394;+;;Q4;LB_2.0
880;;113801_-;TSS;113801;-;;Q4;M63_0.4
881;;113801_-;TSS;113801;-;;Q4;LB_0.4
882;;113975_+;TSS;113975;+;;Q4;M63_0.4
883;;113975_+;TSS;113975;+;;Q4;LB_0.4
884;;113975_+;TSS;113975;+;;Q4;LB_2.0
885;;114576_-;TSS;114576;-;;Q4;M63_0.4
886;;114576_-;TSS;114576;-;;Q4;M63_0.4
887;;114576_-;TSS;114576;-;;Q4;LB_0.4
888;;114576_-;TSS;114576;-;;Q4;LB_0.4
889;;114576_-;TSS;114576;-;;Q4;LB_2.0
890;;114576_-;TSS;114576;-;;Q4;LB_2.0
891;;114768_+;TSS;114768;+;;Q4;M63_0.4
892;;115647_+;TSS;115647;+;;Q4;M63_0.4
893;;115647_+;TSS;115647;+;;Q4;M63_0.4
894;;115647_+;TSS;115647;+;;Q4;LB_0.4
895;;115647_+;TSS;115647;+;;Q4;LB_0.4
896;;116075_-;TSS;116075;-;;Q4;M63_0.4
897;;116075_-;TSS;116075;-;;Q4;LB_0.4
898;;116075_-;TSS;116075;-;;Q4;LB_2.0
899;;116380_+;TSS;116380;+;;Q4;M63_0.4
900;;116380_+;TSS;116380;+;;Q4;LB_0.4
901;;116380_+;TSS;116380;+;;Q4;LB_2.0
902;;116545_-;TSS;116545;-;;Q4;M63_0.4
903;;116545_-;TSS;116545;-;;Q4;LB_0.4
904;;116545_-;TSS;116545;-;;Q4;LB_2.0
905;;116596_+;TSS;116596;+;;Q4;M63_0.4
906;;116596_+;TSS;116596;+;;Q4;LB_0.4
907;;116596_+;TSS;116596;+;;Q4;LB_2.0
908;;117051_-;TSS;117051;-;;Q4;M63_0.4
909;;117051_-;TSS;117051;-;;Q4;LB_0.4
910;;117051_-;TSS;117051;-;;Q4;LB_2.0
911;;117787_-;TSS;117787;-;;Q4;M63_0.4
912;;117787_-;TSS;117787;-;;Q4;M63_0.4
913;;117787_-;TSS;117787;-;;Q4;LB_2.0
914;;117787_-;TSS;117787;-;;Q4;LB_2.0
915;;118526_+;TSS;118526;+;;Q4;M63_0.4
916;;118526_+;TSS;118526;+;;Q4;M63_0.4
917;;118526_+;TSS;118526;+;;Q4;LB_0.4
918;;118526_+;TSS;118526;+;;Q4;LB_0.4
919;;118526_+;TSS;118526;+;;Q4;LB_2.0
920;;118526_+;TSS;118526;+;;Q4;LB_2.0
921;;118679_-;TSS;118679;-;;Q4;M63_0.4
922;;118679_-;TSS;118679;-;;Q4;M63_0.4
923;;118679_-;TSS;118679;-;;Q4;LB_2.0
924;;118679_-;TSS;118679;-;;Q4;LB_2.0
925;;118701_+;TSS;118701;+;;Q4;M63_0.4
926;;118701_+;TSS;118701;+;;Q4;M63_0.4
927;;118703_+;TSS;118703;+;;Q4;LB_0.4
928;;118703_+;TSS;118703;+;;Q4;LB_0.4
929;;118703_+;TSS;118703;+;;Q4;LB_2.0
930;;118703_+;TSS;118703;+;;Q4;LB_2.0
931;;118990_+;TSS;118990;+;;Q4;LB_2.0
932;;118990_+;TSS;118990;+;;Q4;LB_2.0
933;;120149_+;TSS;120149;+;;Q4;M63_0.4
934;;120283_-;TSS;120283;-;;Q4;LB_2.0
935;;120543_-;TSS;120543;-;;Q4;LB_0.4
936;;120543_-;TSS;120543;-;;Q4;LB_2.0
937;;120697_-;TSS;120697;-;;Q4;M63_0.4
938;;120697_-;TSS;120697;-;;Q4;LB_0.4
939;;121068_-;TSS;121068;-;;Q4;M63_0.4
940;;121068_-;TSS;121068;-;;Q4;LB_2.0
941;;121304_+;TSS;121304;+;;Q4;LB_2.0
942;;121613_+;TSS;121613;+;;Q4;M63_0.4
943;;121676_-;TSS;121676;-;;Q4;M63_0.4
944;;121676_-;TSS;121676;-;;Q4;LB_0.4
945;;121676_-;TSS;121676;-;;Q4;LB_2.0
946;;121680_-;TSS;121680;-;;Q4;M63_0.4
947;;121705_+;TSS;121705;+;;Q4;LB_2.0
948;;121790_-;TSS;121790;-;;Q4;M63_0.4
949;;121802_+;TSS;121802;+;;Q4;M63_0.4
950;;121903_-;TSS;121903;-;;Q4;LB_2.0
951;;121918_-;TSS;121918;-;;Q4;M63_0.4
952;;121918_-;TSS;121918;-;;Q4;LB_2.0
953;;121922_-;TSS;121922;-;;Q4;LB_2.0
954;;122025_+;TSS;122025;+;;Q4;M63_0.4
955;;122025_+;TSS;122025;+;;Q4;LB_0.4
956;;122025_+;TSS;122025;+;;Q4;LB_2.0
957;;122034_+;TSS;122034;+;;Q4;M63_0.4
958;;122034_+;TSS;122034;+;;Q4;LB_0.4
959;;122034_+;TSS;122034;+;;Q4;LB_2.0
960;;122373_-;TSS;122373;-;;Q4;M63_0.4
