qid,Len,Den,P13,P14,P15,P16,P17
,78203_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""78203""","""+""",Q79,Q10
,78269_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""78269""","""+""",Q79,Q10
,78332_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""78332""","""+""",Q79,Q10
,78491_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""78491""","""-""",Q79,Q10
,78612_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""78612""","""+""",Q79,Q10
,79156_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""79156""","""-""",Q80,Q12
,79676_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""79676""","""-""",Q80,Q12
,80331_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""80331""","""+""",Q81,Q11
,82216_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""82216""","""+""",Q82,Q10
,82467_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""82467""","""-""",Q82,Q10
,82645_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""82645""","""+""",Q82,Q10
,83570_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""83570""","""-""",Q82,Q10
,83674_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""83674""","""+""",Q83,Q10
,83735_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""83735""","""-""",Q83,Q10
,83745_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""83745""","""+""",Q83,Q10
,83882_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""83882""","""+""",,Q12
,83894_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""83894""","""-""",Q83,Q10
,84155_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""84155""","""+""",Q84,Q10
,84300_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""84300""","""+""",Q84,Q11
,84304_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""84304""","""+""",Q84,Q10
,84770_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""84770""","""+""",Q84,Q12
,84808_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""84808""","""+""",Q84,Q10
,84891_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""84891""","""-""",Q84,Q10
,84903_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""84903""","""-""",Q84,Q10
,85192_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""85192""","""+""",Q84,Q11
,85270_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""85270""","""-""",Q84,Q10
,85537_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""85537""","""+""",Q85,Q10
,85599_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""85599""","""+""",Q85,Q10
,85756_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""85756""","""+""",Q85,Q10
,85946_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""85946""","""-""",Q85,Q10
,86713_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""86713""","""-""",Q85,Q10
,87347_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""87347""","""-""",Q85,Q10
,87358_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""87358""","""-""",Q85,Q12
,87733_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""87733""","""+""",Q87,Q10
,87847_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""87847""","""+""",Q87,Q10
,87962_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""87962""","""-""",Q87,Q10
,89143_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""89143""","""+""",,Q12
,89361_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""89361""","""+""",Q88,Q10
,89370_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""89370""","""-""",,Q11
,89590_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""89590""","""+""",Q88,Q10
,90107_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""90107""","""-""",Q88,Q12
,90828_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""90828""","""-""",Q89,Q10
,91371_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""91371""","""-""",Q90,Q10
,91458_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""91458""","""-""",Q90,Q12
,91542_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""91542""","""-""",Q91,Q10
,92250_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""92250""","""-""",Q91,Q10
,92677_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""92677""","""-""",Q91,Q10
,92933_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""92933""","""-""",Q91,Q12
,94564_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""94564""","""-""",Q92,Q10
,95826_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""95826""","""-""",Q93,Q10
,97215_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""97215""","""-""",Q94,Q10
,97337_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""97337""","""+""",Q94,Q11
,97663_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""97663""","""-""",Q94,Q10
,97673_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""97673""","""+""",Q94,Q12
,98454_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""98454""","""+""",Q95,Q12
,98594_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""98594""","""+""",Q95,Q10
,99370_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""99370""","""+""",Q96,Q10
,99588_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""99588""","""-""",Q95,Q10
,100883_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""100883""","""-""",Q97,Q10
,101724_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""101724""","""+""",Q97,Q10
,102454_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""102454""","""+""",Q98,Q10
,102533_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""102533""","""+""",Q98,Q10
,102693_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""102693""","""-""",Q98,Q10
,102743_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""102743""","""+""",Q98,Q10
,102872_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""102872""","""+""",Q99,Q10
,103561_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""103561""","""+""",Q99,Q12
,103764_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""103764""","""-""",Q99,Q10
,104537_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""104537""","""+""",Q100,Q10
,104636_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""104636""","""+""",Q100,Q12
,105047_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""105047""","""+""",Q101,Q10
,105143_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""105143""","""-""",Q100,Q10
,105921_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""105921""","""+""",Q101,Q12
,106437_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""106437""","""-""",Q101,Q10
,106502_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""106502""","""+""",Q102,Q10
,106757_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""106757""","""-""",Q102,Q10
,107306_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""107306""","""-""",Q102,Q10
,107475_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""107475""","""-""",Q102,Q10
,107645_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""107645""","""-""",Q103,Q10
,107668_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""107668""","""+""",Q103,Q10
,107945_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""107945""","""-""",Q103,Q10
,108116_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""108116""","""-""",Q103,Q10
,108125_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""108125""","""-""",Q103,Q10
,108213_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""108213""","""-""",Q103,Q10
,108263_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""108263""","""-""",Q103,Q11
,108894_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""108894""","""+""",Q104,Q12
,109010_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""109010""","""+""",Q104,Q10
,110105_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""110105""","""+""",Q104,Q10
,110229_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""110229""","""+""",Q104,Q10
,110345_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""110345""","""-""",Q104,Q10
,110745_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""110745""","""+""",Q105,Q12
,111063_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""111063""","""-""",Q104,Q12
,111148_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""111148""","""+""",Q105,Q10
,111293_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""111293""","""+""",Q105,Q10
,111828_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""111828""","""-""",Q106,Q10
,112688_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""112688""","""-""",Q107,Q10
,113322_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""113322""","""-""",Q108,Q10
,113394_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""113394""","""+""",Q109,Q10
,113801_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""113801""","""-""",Q109,Q10
,113975_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""113975""","""+""",Q109,Q10
,114576_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""114576""","""-""",Q110,Q10
,114768_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""114768""","""+""",Q110,Q10
,115647_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""115647""","""+""",Q110,Q10
,116075_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""116075""","""-""",Q111,Q10
